news_id,headline,body_text,source,label
923,New curriculum introduced in schools,Residents claim they have never witnessed such an event before.,Daily Star,Fake
924,New curriculum introduced in schools,Doctors advise that basic precautions can help avoid danger.,Daily Star,Real
925,New virus outbreak sparks fear,The news went viral on social media after noon.,Unknown News,Real
926,"Earthquake hits Chittagong, panic spreads",The news went viral on social media after noon.,CNN,Real
927,New curriculum introduced in schools,Uncertainty remains about the authenticity of the incident.,Unknown News,Real
928,"Earthquake hits Chittagong, panic spreads",Residents claim they have never witnessed such an event before.,Reuters,Fake
929,Bangladeshi astronaut captures photo from the moon,Government sources state that an official announcement will be made soon.,CNN,Fake
930,Global economy faces recession,Experts believe this is a significant technological advancement.,Unknown News,Fake
931,Bangladeshi astronaut captures photo from the moon,Doctors advise that basic precautions can help avoid danger.,Unknown News,Real
932,Global economy faces recession,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,Fake
933,New metro rail launched in Dhaka,Uncertainty remains about the authenticity of the incident.,Reuters,Fake
934,Government announces major job reforms,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,Fake
935,Government announces major job reforms,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,Fake
936,Global economy faces recession,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,Fake
937,New virus outbreak sparks fear,"Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,Real
938,New curriculum introduced in schools,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,Fake
939,Bangladesh wins the World Cup,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,Fake
940,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,Reuters,Fake
941,"Earthquake hits Chittagong, panic spreads",Residents claim they have never witnessed such an event before.,Reuters,Real
942,Government announces major job reforms,Uncertainty remains about the authenticity of the incident.,BBC,Fake
943,Global economy faces recession,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,Real
944,Breakthrough in Bangladesh's tech industry,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,Fake
945,Bangladesh wins the World Cup,Experts believe this is a significant technological advancement.,Unknown News,Fake
946,"Earthquake hits Chittagong, panic spreads",Government sources state that an official announcement will be made soon.,Unknown News,Fake
947,New virus outbreak sparks fear,Local administration has visited the spot for further inspection.,CNN,Real
948,"Earthquake hits Chittagong, panic spreads",The news went viral on social media after noon.,Reuters,Fake
949,Global economy faces recession,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,Fake
950,New curriculum introduced in schools,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,Real
951,Dengue situation worsens in the country,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,Fake
952,New metro rail launched in Dhaka,The news went viral on social media after noon.,Unknown News,Real
953,Bangladesh wins the World Cup,Doctors advise that basic precautions can help avoid danger.,Reuters,Real
954,"Earthquake hits Chittagong, panic spreads",Local administration has visited the spot for further inspection.,BBC,Fake
955,Bangladeshi astronaut captures photo from the moon,Experts believe this is a significant technological advancement.,Daily Star,Fake
956,Dengue situation worsens in the country,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Real
957,Dengue situation worsens in the country,Government sources state that an official announcement will be made soon.,BBC,Fake
958,Dengue situation worsens in the country,Residents claim they have never witnessed such an event before.,Daily Star,Fake
959,New curriculum introduced in schools,Uncertainty remains about the authenticity of the incident.,Reuters,Real
960,New curriculum introduced in schools,Government sources state that an official announcement will be made soon.,CNN,Real
961,Government announces major job reforms,Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,Real
962,New curriculum introduced in schools,Experts believe this is a significant technological advancement.,BBC,Fake
963,New metro rail launched in Dhaka,The news went viral on social media after noon.,Reuters,Real
964,Global economy faces recession,The news went viral on social media after noon.,Daily Star,Fake
965,New curriculum introduced in schools,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,Real
966,Bangladeshi astronaut captures photo from the moon,Doctors advise that basic precautions can help avoid danger.,BBC,Fake
967,"Earthquake hits Chittagong, panic spreads","Many are calling it a conspiracy. However, experts say it's quite natural.",BBC,Fake
968,New virus outbreak sparks fear,Residents claim they have never witnessed such an event before.,Daily Star,Real
969,New curriculum introduced in schools,The news went viral on social media after noon.,CNN,Fake
970,Bangladesh wins the World Cup,Experts believe this is a significant technological advancement.,Unknown News,Real
971,New curriculum introduced in schools,Residents claim they have never witnessed such an event before.,BBC,Real
972,Bangladeshi astronaut captures photo from the moon,Experts believe this is a significant technological advancement.,Unknown News,Fake
973,Dengue situation worsens in the country,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,Real
974,Bangladesh wins the World Cup,Doctors advise that basic precautions can help avoid danger.,Unknown News,Real
975,"Earthquake hits Chittagong, panic spreads",The news went viral on social media after noon.,Daily Star,Real
976,Bangladesh wins the World Cup,Local administration has visited the spot for further inspection.,Reuters,Fake
977,Global economy faces recession,Uncertainty remains about the authenticity of the incident.,CNN,Fake
978,Breakthrough in Bangladesh's tech industry,Government sources state that an official announcement will be made soon.,Reuters,Fake
979,Global economy faces recession,Doctors advise that basic precautions can help avoid danger.,Daily Star,Fake
